TMSTAMP,public_name,Air_Temperature_2m_Avg,MSLP_Avg,WSPD_10m_Avg,WDIR_10m_Avg,Soil_Moisture_10cm,Soil_Moisture_10cm_flag
2025-09-30 13:00:00 EDT,Cambridge,73.02,1018.18,2.55,96.6782,0.301,0
2025-09-30 14:00:00 EDT,Cambridge,74,1017.34,2.7,173.826,0.301,0
2025-09-30 15:00:00 EDT,Cambridge,74.37,1016.52,2.99,148.053,0.301,0
2025-09-30 00:00:00 EDT,Salisbury,69.37,1021.73,4.18,52.0802,0.119,0
2025-09-30 01:00:00 EDT,Salisbury,69.07,1021.54,3.33,39.635,0.119,0
2025-09-30 02:00:00 EDT,Salisbury,68.62,1021.34,3.49,40.2612,0.119,0
2025-09-30 03:00:00 EDT,Salisbury,68.47,1020.66,3.54,45.5713,0.119,0
2025-09-30 04:00:00 EDT,Salisbury,68.41,1020.05,2.76,36.2158,0.119,0
2025-09-30 05:00:00 EDT,Salisbury,68.36,1019.63,4.68,27.6588,0.119,0
2025-09-30 06:00:00 EDT,Salisbury,68.14,1019.45,5.26,32.7505,0.119,0
2025-09-30 07:00:00 EDT,Salisbury,68.03,1019.33,5.12,33.9325,0.119,0
2025-09-30 08:00:00 EDT,Salisbury,68.06,1019.97,2.55,50.7805,0.119,0
2025-09-30 09:00:00 EDT,Salisbury,68.87,1020.13,4.5,25.8788,0.119,0
2025-09-30 10:00:00 EDT,Salisbury,70.15,1019.96,6.45,37.6502,0.119,0
2025-09-30 11:00:00 EDT,Salisbury,71.43,1019.93,6.64,39.898,0.119,0
2025-09-30 12:00:00 EDT,Salisbury,73.4,1019.39,8.68,38.1217,0.118667,0
2025-09-30 13:00:00 EDT,Salisbury,73.86,1018.88,7.42,47.1792,0.119333,0
2025-09-30 14:00:00 EDT,Salisbury,74.66,1017.98,7.09,32.3563,0.12,0
2025-09-30 15:00:00 EDT,Salisbury,74.82,1017.33,5.28,47.4027,0.120667,0
2025-09-30 00:00:00 EDT,Goldsboro,68.31,1021.12,1.45,18.4526,0.131,0
2025-09-30 01:00:00 EDT,Goldsboro,67.61,1020.91,0.97,87.3622,0.131167,0
2025-09-30 02:00:00 EDT,Goldsboro,67.45,1020.59,1.1,70.2848,0.131517,0
2025-09-30 03:00:00 EDT,Goldsboro,67.08,1019.98,2.45,34.6317,0.131667,0
2025-09-30 04:00:00 EDT,Goldsboro,66.79,1019.61,2.9,134.212,0.13165,0
2025-09-30 05:00:00 EDT,Goldsboro,66.25,1019.26,2.11,115.354,0.131517,0
2025-09-30 06:00:00 EDT,Goldsboro,65.62,1019.05,1.31,109.45,0.132,0
2025-09-30 07:00:00 EDT,Goldsboro,64.9,1018.95,3.12,61.2793,0.132,0
2025-09-30 08:00:00 EDT,Goldsboro,64.82,1019.24,2.77,31.9587,0.132,0
2025-09-30 09:00:00 EDT,Goldsboro,66.32,1019.45,2.18,32.951,0.132,0
2025-09-30 10:00:00 EDT,Goldsboro,68.23,1019.61,3.05,150.92,0.132,0
2025-09-30 11:00:00 EDT,Goldsboro,70.08,1019.62,3.25,33.6856,0.132,0
2025-09-30 12:00:00 EDT,Goldsboro,72.38,1019.37,5.33,46.4478,0.132,0
2025-09-30 13:00:00 EDT,Goldsboro,74.66,1018.37,6.9,29.5356,0.132,0
2025-09-30 14:00:00 EDT,Goldsboro,75.91,1017.43,6.41,61.0759,0.132,0
2025-09-30 15:00:00 EDT,Goldsboro,77.12,1016.92,7.52,51.4633,0.132,0
2025-09-30 00:00:00 EDT,Stevensville,70.07,1021.09,1.23,59.1052,0.299667,0
2025-09-30 01:00:00 EDT,Stevensville,68.88,1020.92,0.37,98.3156,0.29915,0
2025-09-30 02:00:00 EDT,Stevensville,68.91,1020.63,0.49,81.7702,0.298983,0
2025-09-30 03:00:00 EDT,Stevensville,69.07,1020.23,1.7,134.478,0.298,0
2025-09-30 04:00:00 EDT,Stevensville,69.97,1019.64,1.61,59.906,0.298,0
2025-09-30 05:00:00 EDT,Stevensville,69.65,1019.45,1.98,41.7069,0.297833,0
2025-09-30 06:00:00 EDT,Stevensville,69.09,1019.08,1.98,37.8894,0.297983,0
2025-09-30 07:00:00 EDT,Stevensville,68.47,1019.05,3.04,31.3336,0.297,0
2025-09-30 08:00:00 EDT,Stevensville,69,1019.35,3.17,42.1383,0.296983,0
2025-09-30 09:00:00 EDT,Stevensville,68.96,1019.68,1.61,40.786,0.296,0
2025-09-30 10:00:00 EDT,Stevensville,70.27,1019.91,1.87,39.3693,0.296,0
2025-09-30 11:00:00 EDT,Stevensville,71.94,1019.74,2.85,40.0848,0.295833,0
2025-09-30 12:00:00 EDT,Stevensville,72.68,1019.52,5.07,35.3346,0.295133,0
2025-09-30 13:00:00 EDT,Stevensville,73.01,1018.72,6.27,29.1151,0.293817,0
2025-09-30 14:00:00 EDT,Stevensville,73.38,1017.9,5.51,68.9993,0.293,0
2025-09-30 15:00:00 EDT,Stevensville,74.41,1017.28,5.78,30.6912,0.2918,0
2025-09-30 00:00:00 EDT,Bittinger,57.4,1023.67,0.51,50.5741,0.17965,0
2025-09-30 01:00:00 EDT,Bittinger,56.68,1023.57,0.18,32.985,0.179,0
2025-09-30 02:00:00 EDT,Bittinger,55.82,1023.49,0.14,54.1081,0.179,0
2025-09-30 03:00:00 EDT,Bittinger,55.96,1023.24,0.12,34.315,0.179,0
2025-09-30 04:00:00 EDT,Bittinger,55.95,1022.78,0.12,40.4017,0.179,0
2025-09-30 05:00:00 EDT,Bittinger,55.77,1022.36,0.44,59.7147,0.179,0
2025-09-30 06:00:00 EDT,Bittinger,55.84,1022.34,0.08,15.6219,0.179,0
2025-09-30 07:00:00 EDT,Bittinger,55.7,1022.51,0.04,7.97167,0.179,0
2025-09-30 08:00:00 EDT,Bittinger,55.57,1022.56,0.04,12.3717,0.179,0
2025-09-30 09:00:00 EDT,Bittinger,56.44,1022.73,0.05,19.56,0.17815,0
2025-09-30 10:00:00 EDT,Bittinger,58.89,1022.97,0.03,6.97032,0.178017,0
2025-09-30 11:00:00 EDT,Bittinger,63.65,1022.95,0.15,28.6399,0.179,0
2025-09-30 12:00:00 EDT,Bittinger,66.01,1022.82,1.26,124.394,0.179,0
2025-09-30 13:00:00 EDT,Bittinger,68.39,1022.37,2.26,118.72,0.179,0
2025-09-30 14:00:00 EDT,Bittinger,68.44,1021.97,2.51,118.107,0.178817,0
2025-09-30 15:00:00 EDT,Bittinger,70.35,1021.34,2.34,146.618,0.178,0
2025-09-30 00:00:00 EDT,Parkton,63.06,1022.3,1.1,166.206,0.231,0
2025-09-30 01:00:00 EDT,Parkton,62.76,1021.72,0.97,166.565,0.231,0
2025-09-30 02:00:00 EDT,Parkton,62.54,1021.59,0.33,98.7123,0.231,0
2025-09-30 03:00:00 EDT,Parkton,62.14,1021.24,0.66,134.462,0.23015,0
2025-09-30 04:00:00 EDT,Parkton,61.63,1020.67,0.35,135.53,0.23,0
2025-09-30 05:00:00 EDT,Parkton,61.25,1020.23,0.79,193.879,0.23,0
2025-09-30 06:00:00 EDT,Parkton,61.14,1020.27,0.74,176.732,0.23,0
2025-09-30 07:00:00 EDT,Parkton,60.84,1020.24,0.01,9.63167,0.22915,0
2025-09-30 08:00:00 EDT,Parkton,60.97,1020.17,0.43,191.222,0.229,0
2025-09-30 09:00:00 EDT,Parkton,64.16,1020.41,1.86,310.083,0.229,0
2025-09-30 10:00:00 EDT,Parkton,66.37,1020.7,2.59,269.806,0.229,0
2025-09-30 11:00:00 EDT,Parkton,68.75,1020.74,3.85,179.538,0.22815,0
2025-09-30 12:00:00 EDT,Parkton,71.55,1020.4,4.54,132.342,0.226967,0
2025-09-30 13:00:00 EDT,Parkton,72.94,1019.91,4.8,110.059,0.22495,0
2025-09-30 14:00:00 EDT,Parkton,73.52,1019.23,4.5,178.803,0.2223,0
2025-09-30 15:00:00 EDT,Parkton,73.23,1018.76,4.2,199.077,0.2203,0
2025-09-30 00:00:00 EDT,Berlin,69.49,1020.36,6.65,39.5152,0.126,0
2025-09-30 01:00:00 EDT,Berlin,69.46,1020,6.12,46.3187,0.12515,0
2025-09-30 02:00:00 EDT,Berlin,69.26,1019.73,5.67,36.7898,0.125,0
2025-09-30 03:00:00 EDT,Berlin,68.74,1019.06,5.27,29.4319,0.125,0
2025-09-30 04:00:00 EDT,Berlin,67.59,1018.48,3.97,16.0514,0.124833,0
2025-09-30 05:00:00 EDT,Berlin,67.51,1018.04,5.68,17.8409,0.125,0
2025-09-30 06:00:00 EDT,Berlin,68.08,1017.96,5.94,21.9695,0.124817,0
2025-09-30 07:00:00 EDT,Berlin,68.27,1017.76,6.08,28.7182,0.124,0
2025-09-30 08:00:00 EDT,Berlin,68.48,1018.29,3.72,54.0037,0.124,0
2025-09-30 09:00:00 EDT,Berlin,69.52,1018.43,6.31,28.4623,0.12365,0
2025-09-30 10:00:00 EDT,Berlin,70.59,1018.41,5.75,29.2105,0.123,0
2025-09-30 11:00:00 EDT,Berlin,71.5,1018.3,7.97,24.5735,0.123,0
2025-09-30 12:00:00 EDT,Berlin,72.73,1017.88,10.2,34.9947,0.123,0
2025-09-30 13:00:00 EDT,Berlin,73.68,1017.15,11.73,26.7572,0.12215,0
2025-09-30 14:00:00 EDT,Berlin,73.2,1016.36,8.45,21.9061,0.12115,0
2025-09-30 15:00:00 EDT,Berlin,72.56,1015.77,7.67,29.8123,0.121,0
2025-09-30 00:00:00 EDT,Chesapeake City,66.28,1021.57,0.63,64.6556,0.267,0
2025-09-30 01:00:00 EDT,Chesapeake City,65.51,1021,0.58,63.5446,0.267,0
2025-09-30 02:00:00 EDT,Chesapeake City,64.79,1020.85,0.51,81.3984,0.267,0
2025-09-30 03:00:00 EDT,Chesapeake City,64.61,1020.44,0.74,83.6566,0.267,0
2025-09-30 04:00:00 EDT,Chesapeake City,64.25,1020.03,0.28,64.9483,0.266483,0
2025-09-30 05:00:00 EDT,Chesapeake City,64.09,1019.63,0.93,74.7954,0.266,0
2025-09-30 06:00:00 EDT,Chesapeake City,64.09,1019.53,1.49,166.349,0.266,0
2025-09-30 07:00:00 EDT,Chesapeake City,63.71,1019.32,0.9,50.1603,0.265483,0
2025-09-30 08:00:00 EDT,Chesapeake City,63.44,1019.41,0.24,33.6219,0.265,0
2025-09-30 09:00:00 EDT,Chesapeake City,64.18,1019.77,0.53,58.3792,0.265,0
2025-09-30 10:00:00 EDT,Chesapeake City,66.42,1019.81,2.16,128.021,0.265,0
2025-09-30 11:00:00 EDT,Chesapeake City,70.5,1019.63,4.65,91.4066,0.265,0
2025-09-30 12:00:00 EDT,Chesapeake City,73.96,1019.36,4.95,48.874,0.264483,0
2025-09-30 13:00:00 EDT,Chesapeake City,76.93,1018.69,3.78,46.7562,0.26315,0
2025-09-30 14:00:00 EDT,Chesapeake City,78.8,1017.63,4.85,46.5314,0.262483,0
2025-09-30 15:00:00 EDT,Chesapeake City,79.44,1017.08,6.17,49.645,0.26115,0
2025-09-30 00:00:00 EDT,Thurmont,67.37,1022.16,3.2,311.915,0.148,0
2025-09-30 01:00:00 EDT,Thurmont,67.24,1021.65,2.96,312.948,0.148,0
2025-09-30 02:00:00 EDT,Thurmont,66.86,1021.46,3.21,314.727,0.148,0
2025-09-30 03:00:00 EDT,Thurmont,66.41,1021.26,4,326.61,0.147817,0
2025-09-30 04:00:00 EDT,Thurmont,66.76,1020.61,3.22,311.07,0.147,0
2025-09-30 05:00:00 EDT,Thurmont,65.67,1020.12,1.6,223.64,0.147,0
2025-09-30 06:00:00 EDT,Thurmont,63.61,1020.18,2.29,148.339,0.147,0
2025-09-30 07:00:00 EDT,Thurmont,63.79,1020.13,3.13,201.222,0.147,0
2025-09-30 08:00:00 EDT,Thurmont,65.24,1020.25,2.09,315.359,0.147,0
2025-09-30 09:00:00 EDT,Thurmont,66.28,1020.52,1.52,228.392,0.147,0
2025-09-30 10:00:00 EDT,Thurmont,66.52,1020.75,1.45,210.93,0.147,0
2025-09-30 11:00:00 EDT,Thurmont,69.51,1020.87,2.22,113.841,0.147,0
2025-09-30 12:00:00 EDT,Thurmont,70.93,1020.77,3.28,110.341,0.147,0
2025-09-30 13:00:00 EDT,Thurmont,71.94,1020.23,2.57,127.421,0.146483,0
2025-09-30 14:00:00 EDT,Thurmont,73.09,1019.56,2.73,106.331,0.146,0
2025-09-30 15:00:00 EDT,Thurmont,73.06,1018.96,3.99,161.478,0.14565,0
2025-09-30 00:00:00 EDT,Harney,65.72,1022.21,0.99,234.105,0.186,0
2025-09-30 01:00:00 EDT,Harney,65.41,1021.8,1.18,94.377,0.186,0
2025-09-30 02:00:00 EDT,Harney,64.63,1021.61,1.1,129.652,0.185983,0
2025-09-30 03:00:00 EDT,Harney,64.19,1021.48,1.07,101.504,0.185,0
2025-09-30 04:00:00 EDT,Harney,63.9,1020.83,1.43,179.432,0.185,0
2025-09-30 05:00:00 EDT,Harney,63.66,1020.24,1.85,41.1408,0.1845,0
2025-09-30 06:00:00 EDT,Harney,62.99,1020.43,0.59,51.4099,0.18415,0
2025-09-30 07:00:00 EDT,Harney,63.13,1020.37,1.84,180.289,0.184167,0
2025-09-30 08:00:00 EDT,Harney,62.17,1020.41,1.63,255.243,0.184683,0
2025-09-30 09:00:00 EDT,Harney,62.72,1020.66,0.62,158.096,0.184483,0
2025-09-30 10:00:00 EDT,Harney,64.46,1020.98,1.33,265.067,0.184,0
2025-09-30 11:00:00 EDT,Harney,68.11,1021,4.99,120.556,0.184,0
2025-09-30 12:00:00 EDT,Harney,70.87,1020.79,5.1,113.601,0.183317,0
2025-09-30 13:00:00 EDT,Harney,72.8,1020.21,5.09,76.3344,0.183,0
2025-09-30 14:00:00 EDT,Harney,73.64,1019.61,6.11,61.6358,0.183,0
2025-09-30 15:00:00 EDT,Harney,74.19,1018.98,6.67,123.114,0.183,0
2025-09-30 00:00:00 EDT,Nanjemoy,67.12,1021.04,0.5,190.764,0.108667,0
2025-09-30 01:00:00 EDT,Nanjemoy,66.97,1020.93,0.53,142.682,0.108333,0
2025-09-30 02:00:00 EDT,Nanjemoy,66.91,1020.89,0.13,48.62,0.108,0
2025-09-30 03:00:00 EDT,Nanjemoy,66.79,1020.3,0.32,105.369,0.108,0
2025-09-30 04:00:00 EDT,Nanjemoy,66.62,1019.49,0.17,67.46,0.108,0
2025-09-30 05:00:00 EDT,Nanjemoy,66.73,1019.02,0.67,169.279,0.108,0
2025-09-30 06:00:00 EDT,Nanjemoy,67.63,1018.76,2.22,331.74,0.108,0
2025-09-30 07:00:00 EDT,Nanjemoy,67.53,1018.91,0.92,130.347,0.108,0
2025-09-30 08:00:00 EDT,Nanjemoy,66.3,1019.42,0.42,111.67,0.108,0
2025-09-30 09:00:00 EDT,Nanjemoy,66.96,1019.79,1.07,265.959,0.108,0
2025-09-30 10:00:00 EDT,Nanjemoy,69.09,1019.95,2.12,301.688,0.108,0
2025-09-30 11:00:00 EDT,Nanjemoy,71.19,1019.82,2.81,175.898,0.108,0
2025-09-30 12:00:00 EDT,Nanjemoy,72.27,1019.34,3.87,222.907,0.108,0
2025-09-30 13:00:00 EDT,Nanjemoy,72.34,1018.94,4,181.871,0.108,0
2025-09-30 14:00:00 EDT,Nanjemoy,72.17,1017.78,3.36,245.32,0.108,0
2025-09-30 15:00:00 EDT,Nanjemoy,72.17,1017.07,4.24,262.906,0.107983,0
2025-09-30 00:00:00 EDT,Layhill,65.98,1021.43,0.87,126.174,0.264,0
2025-09-30 01:00:00 EDT,Layhill,65.69,1021.23,0.72,100.146,0.264,0
2025-09-30 02:00:00 EDT,Layhill,64.87,1021.01,0.21,29.3595,0.264,0
2025-09-30 03:00:00 EDT,Layhill,64.54,1020.7,0.3,71.6385,0.264,0
2025-09-30 04:00:00 EDT,Layhill,64.48,1020.1,0.34,146.717,0.264,0
2025-09-30 05:00:00 EDT,Layhill,64.15,1019.85,0.31,73.9331,0.263317,0
2025-09-30 06:00:00 EDT,Layhill,63.62,1019.48,0.29,55.7005,0.263,0
2025-09-30 07:00:00 EDT,Layhill,63.76,1019.29,0.84,89.7927,0.263,0
2025-09-30 08:00:00 EDT,Layhill,64.39,1019.79,0.57,89.7023,0.263683,0
2025-09-30 09:00:00 EDT,Layhill,64.67,1020.3,0.48,93.1795,0.264,0
2025-09-30 10:00:00 EDT,Layhill,66.6,1020.45,0.4,64.7626,0.264,0
2025-09-30 11:00:00 EDT,Layhill,68.38,1020.39,0.62,143.022,0.264,0
2025-09-30 12:00:00 EDT,Layhill,69.76,1020.12,1.39,274.036,0.264,0
2025-09-30 13:00:00 EDT,Layhill,71.11,1019.52,1.39,251.619,0.264,0
2025-09-30 14:00:00 EDT,Layhill,72.56,1018.69,1.05,232.23,0.264,0
2025-09-30 15:00:00 EDT,Layhill,73.83,1017.91,1.5,231.853,0.264,0
2025-09-30 00:00:00 EDT,Sykesville,65.87,1021.83,1.03,203.216,0.268,0
2025-09-30 01:00:00 EDT,Sykesville,65.58,1021.37,0.43,167.23,0.268,0
2025-09-30 02:00:00 EDT,Sykesville,64.92,1021.11,1.22,205.392,0.268,0
2025-09-30 03:00:00 EDT,Sykesville,64.48,1020.79,0.49,135.159,0.268,0
2025-09-30 04:00:00 EDT,Sykesville,64.12,1020.43,1.24,186.885,0.268,0
2025-09-30 05:00:00 EDT,Sykesville,64.17,1020.02,0.55,199.355,0.268,0
2025-09-30 06:00:00 EDT,Sykesville,63.82,1019.71,0.75,188.962,0.268,0
2025-09-30 07:00:00 EDT,Sykesville,64.06,1019.76,0.3,75.5083,0.267483,0
2025-09-30 08:00:00 EDT,Sykesville,64.25,1019.79,1.12,194.071,0.267,0
2025-09-30 09:00:00 EDT,Sykesville,65.43,1020.13,0.56,87.545,0.267,0
2025-09-30 10:00:00 EDT,Sykesville,66.54,1020.31,0.39,84.3228,0.267,0
2025-09-30 11:00:00 EDT,Sykesville,67.74,1020.59,1.01,165.874,0.266317,0
2025-09-30 12:00:00 EDT,Sykesville,70.7,1020.28,1.76,233.921,0.266,0
2025-09-30 13:00:00 EDT,Sykesville,73.12,1019.62,2.08,203.757,0.266,0
2025-09-30 14:00:00 EDT,Sykesville,74.54,1018.79,3.08,206.411,0.265983,0
2025-09-30 15:00:00 EDT,Sykesville,74.24,1018.29,3,163.808,0.265,0
2025-09-30 00:00:00 EDT,Ferry Cove,69.5,1020.74,2.72,57.7428,0.231,0
2025-09-30 01:00:00 EDT,Ferry Cove,69.91,1020.36,4.49,68.8677,0.231,0
2025-09-30 02:00:00 EDT,Ferry Cove,69.5,1020.27,2.84,69.7847,0.230317,0
2025-09-30 03:00:00 EDT,Ferry Cove,68.67,1019.7,1.06,192.479,0.23,0
2025-09-30 04:00:00 EDT,Ferry Cove,69.18,1019.28,2.47,83.5848,0.23,0
2025-09-30 05:00:00 EDT,Ferry Cove,68.7,1018.92,3.75,39.4562,0.23,0
2025-09-30 06:00:00 EDT,Ferry Cove,69.18,1018.5,4.49,29.9017,0.229483,0
2025-09-30 07:00:00 EDT,Ferry Cove,67.78,1018.59,3.24,37.2158,0.229,0
2025-09-30 08:00:00 EDT,Ferry Cove,67.6,1018.8,3.2,22.8092,0.229,0
2025-09-30 09:00:00 EDT,Ferry Cove,68.67,1019.3,2.61,52.7809,0.229,0
2025-09-30 10:00:00 EDT,Ferry Cove,70.72,1019.46,3.2,40.5348,0.229,0
2025-09-30 11:00:00 EDT,Ferry Cove,71.43,1019.32,4.36,25.622,0.22865,0
2025-09-30 12:00:00 EDT,Ferry Cove,72.04,1018.95,4.47,44.0617,0.227483,0
2025-09-30 13:00:00 EDT,Ferry Cove,72.52,1018.28,4.14,79.8155,0.227,0
2025-09-30 14:00:00 EDT,Ferry Cove,73.64,1017.46,4.08,206.373,0.2263,0
2025-09-30 15:00:00 EDT,Ferry Cove,73.76,1016.79,4.27,261.914,0.224817,0
2025-09-30 00:00:00 EDT,Federalsburg,70.03,1020.58,1.65,58.9055,0.167,0
2025-09-30 01:00:00 EDT,Federalsburg,69.29,1020.3,1.52,37.848,0.167,0
2025-09-30 02:00:00 EDT,Federalsburg,68.76,1020.07,1.79,59.9464,0.167,0
2025-09-30 03:00:00 EDT,Federalsburg,68.38,1019.26,1.3,74.1244,0.167,0
2025-09-30 04:00:00 EDT,Federalsburg,68.22,1018.93,2.07,90.4024,0.167,0
2025-09-30 05:00:00 EDT,Federalsburg,67.6,1018.57,1.96,189.392,0.167,0
2025-09-30 06:00:00 EDT,Federalsburg,67.2,1018.33,1.7,88.2375,0.167,0
2025-09-30 07:00:00 EDT,Federalsburg,66.96,1018.17,1.95,84.4995,0.167,0
2025-09-30 08:00:00 EDT,Federalsburg,66.86,1018.63,1.2,139.412,0.16665,0
2025-09-30 09:00:00 EDT,Federalsburg,68.07,1018.86,1.81,134.694,0.166,0
2025-09-30 10:00:00 EDT,Federalsburg,70.83,1019.12,2.99,41.929,0.166,0
2025-09-30 11:00:00 EDT,Federalsburg,72.04,1018.97,5.12,37.3127,0.166,0
2025-09-30 12:00:00 EDT,Federalsburg,73.12,1018.49,5.56,36.2966,0.166,0
2025-09-30 13:00:00 EDT,Federalsburg,74.52,1017.7,5.77,31.6076,0.166,0
2025-09-30 14:00:00 EDT,Federalsburg,75.64,1016.92,4.25,48.8843,0.166,0
2025-09-30 15:00:00 EDT,Federalsburg,75.58,1016.23,4.82,28.2714,0.166,0
2025-09-30 00:00:00 EDT,Galena,67.21,1021.01,1.71,201.889,0.247817,0
2025-09-30 01:00:00 EDT,Galena,66.6,1020.68,0.9,81.2806,0.247,0
2025-09-30 02:00:00 EDT,Galena,65.44,1020.42,0.28,38.268,0.247,0
2025-09-30 03:00:00 EDT,Galena,65.03,1020.07,1.03,27.832,0.247,0
2025-09-30 04:00:00 EDT,Galena,65.5,1019.53,2.74,65.3885,0.246817,0
2025-09-30 05:00:00 EDT,Galena,65.43,1019.21,1.1,77.3496,0.246,0
2025-09-30 06:00:00 EDT,Galena,64.27,1019.09,1.13,129.07,0.245833,0
2025-09-30 07:00:00 EDT,Galena,64.4,1018.93,1.42,137.981,0.24515,0
2025-09-30 08:00:00 EDT,Galena,64.34,1019.06,0.84,118.234,0.245,0
2025-09-30 09:00:00 EDT,Galena,65.35,1019.34,1.73,72.7473,0.244833,0
2025-09-30 10:00:00 EDT,Galena,67.08,1019.35,3.13,153.861,0.244817,0
2025-09-30 11:00:00 EDT,Galena,69.92,1019.25,3.89,168.689,0.244167,0
2025-09-30 12:00:00 EDT,Galena,72.81,1019.07,3.05,152.338,0.243983,0
2025-09-30 13:00:00 EDT,Galena,75.08,1018.38,2.88,143.411,0.243,0
2025-09-30 14:00:00 EDT,Galena,76.99,1017.32,3.56,90.0258,0.242317,0
2025-09-30 15:00:00 EDT,Galena,77.6,1016.81,3.83,48.334,0.242,0
2025-09-30 00:00:00 EDT,Linkwood,68.74,1020.37,3.29,37.0398,0.188,0
2025-09-30 01:00:00 EDT,Linkwood,68.42,1020.08,4.34,31.9588,0.188,0
2025-09-30 02:00:00 EDT,Linkwood,68.12,1019.9,3.24,27.3842,0.188,0
2025-09-30 03:00:00 EDT,Linkwood,67.71,1019.23,1.75,44.4592,0.188,0
2025-09-30 04:00:00 EDT,Linkwood,67.03,1018.77,3,87.6913,0.188,0
2025-09-30 05:00:00 EDT,Linkwood,66.89,1018.37,5.12,81.4367,0.188,0
2025-09-30 06:00:00 EDT,Linkwood,66.76,1018.13,5.35,22.0472,0.18765,0
2025-09-30 07:00:00 EDT,Linkwood,66.45,1018.1,4.06,22.8533,0.187,0
2025-09-30 08:00:00 EDT,Linkwood,66.26,1018.41,5.36,26.2205,0.187,0
2025-09-30 09:00:00 EDT,Linkwood,67.4,1018.9,3.29,37.2533,0.187,0
2025-09-30 10:00:00 EDT,Linkwood,70.21,1018.82,7.64,29.7663,0.187,0
2025-09-30 11:00:00 EDT,Linkwood,71.99,1018.7,8.05,35.5248,0.186817,0
2025-09-30 12:00:00 EDT,Linkwood,73.04,1018.21,9.01,31.6775,0.186,0
2025-09-30 13:00:00 EDT,Linkwood,73.99,1017.51,9.61,22.8867,0.185983,0
2025-09-30 14:00:00 EDT,Linkwood,75.01,1016.68,9.59,16.2774,0.184983,0
2025-09-30 15:00:00 EDT,Linkwood,75.78,1015.97,9.26,17.9692,0.183983,0
2025-09-30 00:00:00 EDT,Poolesville,66.82,1021.25,2.9,329.935,0.139,0
2025-09-30 01:00:00 EDT,Poolesville,66.71,1020.86,1.27,123.25,0.139,0
2025-09-30 02:00:00 EDT,Poolesville,65.42,1020.68,0.73,140.258,0.139,0
2025-09-30 03:00:00 EDT,Poolesville,65.05,1020.46,2,215.117,0.139,0
2025-09-30 04:00:00 EDT,Poolesville,65.24,1019.88,1.34,181.078,0.139,0
2025-09-30 05:00:00 EDT,Poolesville,65.47,1019.4,2.18,134.86,0.139,0
2025-09-30 06:00:00 EDT,Poolesville,64.26,1019.26,1.59,179.465,0.138817,0
2025-09-30 07:00:00 EDT,Poolesville,64.1,1019.23,1.2,206.799,0.138,0
2025-09-30 08:00:00 EDT,Poolesville,64.84,1019.41,0.66,170.442,0.138,0
2025-09-30 09:00:00 EDT,Poolesville,65.56,1019.98,0.76,237.03,0.138,0
2025-09-30 10:00:00 EDT,Poolesville,66.13,1020.25,1.98,164.548,0.138,0
2025-09-30 11:00:00 EDT,Poolesville,67.61,1020.39,2.32,324.733,0.138,0
2025-09-30 12:00:00 EDT,Poolesville,69.28,1020.18,3.42,324.515,0.138,0
2025-09-30 13:00:00 EDT,Poolesville,70.45,1019.59,3.34,224.036,0.138,0
2025-09-30 14:00:00 EDT,Poolesville,71.9,1018.68,3.68,305.404,0.138017,0
2025-09-30 15:00:00 EDT,Poolesville,73.18,1017.86,3.36,274.381,0.139,0